timestamp_utc,latency_ms,success
2026-08-04T03:41:08.000Z,42.660,true
2026-08-04T03:41:08.000Z,42.292,true
2026-08-04T03:41:08.000Z,45.962,true
2026-08-04T03:41:08.000Z,56.889,true
2026-08-04T03:41:08.000Z,43.670,true
2026-08-04T03:41:08.000Z,43.644,true
2026-08-04T03:41:08.000Z,43.425,true
2026-08-04T03:41:08.000Z,42.684,true
2026-08-04T03:41:08.000Z,42.202,true
2026-08-04T03:41:08.000Z,42.071,true
2026-08-04T03:41:08.000Z,42.265,true
2026-08-04T03:41:08.000Z,42.741,true
2026-08-04T03:41:08.000Z,42.388,true
2026-08-04T03:41:08.000Z,42.440,true
2026-08-04T03:41:08.000Z,42.686,true
2026-08-04T03:41:08.000Z,42.595,true
2026-08-04T03:41:08.000Z,42.285,true
2026-08-04T03:41:08.000Z,42.656,true
2026-08-04T03:41:08.000Z,42.895,true
2026-08-04T03:41:08.000Z,42.814,true
2026-08-04T03:41:08.000Z,42.826,true
2026-08-04T03:41:08.000Z,42.491,true
2026-08-04T03:41:08.000Z,42.289,true
2026-08-04T03:41:08.000Z,43.915,true
2026-08-04T03:41:08.000Z,42.538,true
2026-08-04T03:41:08.000Z,44.052,true
2026-08-04T03:41:08.000Z,44.120,true
2026-08-04T03:41:08.000Z,42.690,true
2026-08-04T03:41:08.000Z,42.176,true
2026-08-04T03:41:08.000Z,42.358,true
2026-08-04T03:41:08.000Z,42.637,true
2026-08-04T03:41:08.000Z,42.303,true
2026-08-04T03:41:08.000Z,42.228,true
2026-08-04T03:41:08.000Z,42.465,true
2026-08-04T03:41:08.000Z,42.467,true
2026-08-04T03:41:08.000Z,42.330,true
2026-08-04T03:41:08.000Z,42.505,true
2026-08-04T03:41:08.000Z,42.334,true
2026-08-04T03:41:08.000Z,42.369,true
2026-08-04T03:41:08.000Z,42.320,true
2026-08-04T03:41:08.000Z,44.166,true
2026-08-04T03:41:08.000Z,47.725,true
2026-08-04T03:41:08.000Z,42.445,true
2026-08-04T03:41:08.000Z,42.064,true
2026-08-04T03:41:08.000Z,42.625,true
2026-08-04T03:41:08.000Z,42.901,true
2026-08-04T03:41:08.000Z,42.697,true
2026-08-04T03:41:08.000Z,44.229,true
2026-08-04T03:41:08.000Z,42.819,true
2026-08-04T03:41:08.000Z,42.800,true
2026-08-04T03:41:08.000Z,43.650,true
